"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.893224440E2,6.043440725E1,2.222789788E1,-8.450008604E0,1.750000000E0,2.493000031E2,9.935046196E0,2.500000000E0
1.903223958E2,6.043439927E1,2.222786754E1,-8.025737121E0,1.720000029E0,2.490000000E2,9.935046196E0,2.500000000E0
1.913223696E2,6.043439097E1,2.222783343E1,-8.068260852E0,1.799999952E0,2.481999969E2,9.935046196E0,2.500000000E0
1.923223337E2,6.043438508E1,2.222779952E1,-7.992072512E0,1.649999976E0,2.486000061E2,9.935046196E0,2.500000000E0
1.933223512E2,6.043437798E1,2.222776360E1,-7.866566350E0,1.850000024E0,2.541999969E2,9.935046196E0,2.500000000E0
1.943222729E2,6.043437135E1,2.222772895E1,-7.604281148E0,1.769999981E0,2.586000061E2,9.935046196E0,2.500000000E0
1.953223246E2,6.043437119E1,2.222769276E1,-7.213275485E0,1.870000005E0,2.780000000E2,9.935046196E0,2.500000000E0
1.963224036E2,6.043437119E1,2.222765891E1,-7.068974934E0,1.710000038E0,2.825000000E2,9.935046196E0,2.500000000E0
1.973222296E2,6.043437036E1,2.222762800E1,-6.875480792E0,1.690000057E0,2.811000061E2,9.935046196E0,2.500000000E0
1.983223632E2,6.043437364E1,2.222759496E1,-6.487590925E0,1.610000014E0,2.906000061E2,9.935046196E0,2.500000000E0
1.993223955E2,6.043437699E1,2.222756153E1,-6.603546154E0,1.740000010E0,2.803999939E2,9.935046196E0,2.500000000E0
2.003220591E2,6.043437796E1,2.222752871E1,-6.670428147E0,1.720000029E0,2.766000061E2,9.935046196E0,2.500000000E0
2.013220696E2,6.043437826E1,2.222749820E1,-6.731451341E0,1.610000014E0,2.800000000E2,9.935046196E0,2.500000000E0
2.023220689E2,6.043438066E1,2.222746936E1,-6.789729685E0,1.679999948E0,2.745000000E2,9.935046196E0,2.500000000E0
2.033220581E2,6.043438039E1,2.222743690E1,-6.971540389E0,1.669999957E0,2.743999939E2,9.935046196E0,2.500000000E0
2.043226358E2,6.043437984E1,2.222740430E1,-6.636138980E0,1.679999948E0,2.735000000E2,9.935046196E0,2.500000000E0
2.053226181E2,6.043437856E1,2.222737352E1,-6.846575324E0,1.620000005E0,2.772000122E2,9.935046196E0,2.500000000E0
2.063223150E2,6.043437823E1,2.222733919E1,-6.925296876E0,1.659999967E0,2.745000000E2,9.935046196E0,2.500000000E0
2.073221747E2,6.043437616E1,2.222730741E1,-6.665395507E0,1.620000005E0,2.657999878E2,9.935046196E0,2.500000000E0
2.083219739E2,6.043437618E1,2.222727152E1,-7.490820718E0,1.799999952E0,2.737999878E2,9.935046196E0,2.500000000E0
2.093225229E2,6.043438005E1,2.222723828E1,-6.883265545E0,1.649999976E0,2.785000000E2,9.935046196E0,2.500000000E0
2.103222046E2,6.043438414E1,2.222720621E1,-6.625381359E0,1.759999990E0,2.771000061E2,9.935046196E0,2.500000000E0
2.113222670E2,6.043438673E1,2.222717519E1,-6.349125244E0,1.690000057E0,2.786000061E2,9.935046196E0,2.500000000E0
2.123222402E2,6.043438996E1,2.222714583E1,-6.709771970E0,1.570000052E0,2.862000122E2,9.935046196E0,2.500000000E0
2.133226574E2,6.043439288E1,2.222711461E1,-6.090315259E0,1.549999952E0,2.858999939E2,9.935046196E0,2.500000000E0
2.143219529E2,6.043439536E1,2.222708241E1,-6.327120143E0,1.600000024E0,2.858999939E2,9.935046196E0,2.500000000E0
2.153226208E2,6.043439673E1,2.222704794E1,-6.626423560E0,1.659999967E0,2.833999939E2,9.935046196E0,2.500000000E0
2.163227221E2,6.043439840E1,2.222701494E1,-7.114753592E0,1.649999976E0,2.837999878E2,9.935046196E0,2.500000000E0
2.173224119E2,6.043439971E1,2.222698410E1,-7.319820138E0,1.669999957E0,2.865000000E2,9.935046196E0,2.500000000E0
2.183226316E2,6.043439954E1,2.222695391E1,-6.749861775E0,1.620000005E0,2.852000122E2,9.935046196E0,2.500000000E0
2.193227213E2,6.043440069E1,2.222691994E1,-7.054475336E0,1.710000038E0,2.862999878E2,9.935046196E0,2.500000000E0
2.203226876E2,6.043440279E1,2.222689131E1,-6.708456737E0,1.659999967E0,2.842000122E2,9.935046196E0,2.500000000E0
2.213222483E2,6.043440720E1,2.222686037E1,-7.080272870E0,1.610000014E0,2.872999878E2,9.935046196E0,2.500000000E0
2.223223390E2,6.043441122E1,2.222682849E1,-7.250123099E0,1.639999986E0,2.873999939E2,9.935046196E0,2.500000000E0
2.233224222E2,6.043441525E1,2.222679717E1,-7.371633712E0,1.639999986E0,2.872000122E2,9.935046196E0,2.500000000E0
2.243228355E2,6.043442096E1,2.222676651E1,-7.287762142E0,1.679999948E0,2.943999939E2,9.935046196E0,2.500000000E0
2.253224175E2,6.043442587E1,2.222673639E1,-6.848848875E0,1.590000033E0,2.967000122E2,9.935046196E0,2.500000000E0
2.263219386E2,6.043443084E1,2.222670574E1,-6.261619998E0,1.639999986E0,2.941000061E2,9.935046196E0,2.500000000E0
2.273226469E2,6.043443607E1,2.222667625E1,-6.231337515E0,1.679999948E0,2.931000061E2,9.935046196E0,2.500000000E0
2.283223905E2,6.043444245E1,2.222664658E1,-6.711919805E0,1.700000048E0,2.896000061E2,9.935046196E0,2.500000000E0
2.293220069E2,6.043445098E1,2.222661181E1,-7.275753118E0,1.830000043E0,2.905000000E2,9.935046196E0,2.500000000E0
2.303225244E2,6.043445896E1,2.222658385E1,-7.598744129E0,1.649999976E0,2.917999878E2,9.935046196E0,2.500000000E0
2.313227162E2,6.043446590E1,2.222655686E1,-8.033917612E0,1.710000038E0,2.922000122E2,9.935046196E0,2.500000000E0
2.323227249E2,6.043447088E1,2.222652443E1,-8.357576706E0,1.629999995E0,2.937999878E2,9.935046196E0,2.500000000E0
2.333226160E2,6.043447703E1,2.222649155E1,-8.756126354E0,1.720000029E0,2.976000061E2,9.935046196E0,2.500000000E0
2.343226068E2,6.043448263E1,2.222646260E1,-9.043776403E0,1.659999967E0,3.043999939E2,9.935046196E0,2.500000000E0
2.353220306E2,6.043448710E1,2.222642820E1,-9.016482307E0,1.659999967E0,2.973999939E2,9.935046196E0,2.500000000E0
2.363222330E2,6.043449441E1,2.222639367E1,-9.389275055E0,1.730000019E0,3.038999939E2,9.935046196E0,2.500000000E0
2.373223139E2,6.043450156E1,2.222636058E1,-8.731184504E0,1.649999976E0,3.035000000E2,9.935046196E0,2.500000000E0
2.383223505E2,6.043451066E1,2.222633311E1,-8.436012218E0,1.720000029E0,3.077000122E2,9.935046196E0,2.500000000E0
2.393223177E2,6.043452145E1,2.222630614E1,-7.870760425E0,1.679999948E0,3.175000000E2,9.935046196E0,2.500000000E0
2.403224778E2,6.043453063E1,2.222628161E1,-7.532193351E0,1.710000038E0,3.136000061E2,9.935046196E0,2.500000000E0
2.413224587E2,6.043453832E1,2.222624900E1,-8.480548579E0,1.720000029E0,3.121000061E2,9.935046196E0,2.500000000E0
2.423226264E2,6.043454818E1,2.222621786E1,-8.652721414E0,1.639999986E0,3.155000000E2,9.935046196E0,2.500000000E0
2.433219857E2,6.043456025E1,2.222619350E1,-7.041511838E0,1.659999967E0,3.292000122E2,9.935046196E0,2.500000000E0
2.443227565E2,6.043457166E1,2.222617232E1,-6.732854457E0,1.629999995E0,3.316000061E2,9.935046196E0,2.500000000E0
2.453225738E2,6.043458480E1,2.222615358E1,-7.243717969E0,1.679999948E0,3.347000122E2,9.935046196E0,2.500000000E0
2.463220926E2,6.043459970E1,2.222613300E1,-6.484073836E0,1.679999948E0,3.301000061E2,9.935046196E0,2.500000000E0
2.473226235E2,6.043461568E1,2.222611732E1,-6.872442452E0,1.700000048E0,3.382999878E2,9.935046196E0,2.551037550E0
2.483221771E2,6.043463040E1,2.222610156E1,-5.923957367E0,1.570000052E0,3.337999878E2,9.935046196E0,2.500000000E0
2.493219062E2,6.043464479E1,2.222608252E1,-5.174628527E0,1.669999957E0,3.327000122E2,9.935046196E0,2.500000000E0
2.503224634E2,6.043465905E1,2.222605978E1,-5.304143366E0,1.669999957E0,3.283999939E2,9.935046196E0,2.500000000E0
2.513220551E2,6.043467447E1,2.222603944E1,-4.964909749E0,1.740000010E0,3.337000122E2,9.935046196E0,2.500000000E0
2.523226484E2,6.043469043E1,2.222602503E1,-5.264106497E0,1.649999976E0,3.471000061E2,9.935046196E0,2.500000000E0
2.533220575E2,6.043470723E1,2.222601530E1,-5.371044788E0,1.629999995E0,3.507000122E2,9.935046196E0,2.500000000E0
2.543222027E2,6.043472465E1,2.222601004E1,-6.063617495E0,1.669999957E0,2.000000030E-1,9.935046196E0,2.500000000E0
2.553217733E2,6.043473962E1,2.222600820E1,-5.865504276E0,1.679999948E0,8.199999809E0,9.935046196E0,2.500000000E0
2.563224915E2,6.043475504E1,2.222600856E1,-6.374362374E0,1.710000038E0,7.500000000E0,9.935046196E0,2.500000000E0
2.573220621E2,6.043477138E1,2.222601067E1,-6.675457964E0,1.710000038E0,1.110000038E1,9.935046196E0,2.500000000E0
2.583227700E2,6.043479031E1,2.222601749E1,-6.634942975E0,1.799999952E0,1.660000038E1,9.935046196E0,2.500000000E0
2.593222715E2,6.043480752E1,2.222602516E1,-6.828680376E0,1.679999948E0,1.829999924E1,9.935046196E0,2.500000000E0
2.603227715E2,6.043482347E1,2.222603474E1,-7.201067796E0,1.639999986E0,2.189999962E1,9.935046196E0,2.500000000E0
2.613222864E2,6.043484060E1,2.222604525E1,-7.845123667E0,1.629999995E0,1.610000038E1,9.935046196E0,2.500000000E0
2.623219893E2,6.043485768E1,2.222605452E1,-7.448895817E0,1.730000019E0,2.229999924E1,9.935046196E0,2.500000000E0
2.633223997E2,6.043487453E1,2.222606557E1,-8.320124611E0,1.669999957E0,2.220000076E1,9.935046196E0,2.500000000E0
2.643219086E2,6.043489248E1,2.222607642E1,-8.403390019E0,1.820000052E0,2.579999924E1,9.935046196E0,2.500000000E0
2.653225121E2,6.043490759E1,2.222608787E1,-8.003438886E0,1.679999948E0,2.410000038E1,9.935046196E0,2.500000000E0
2.663219402E2,6.043492233E1,2.222610178E1,-8.232150650E0,1.639999986E0,2.529999924E1,9.935046196E0,2.500000000E0
2.673226294E2,6.043493647E1,2.222611634E1,-8.054490297E0,1.679999948E0,2.550000000E1,9.935046196E0,2.500000000E0
2.683222317E2,6.043495198E1,2.222613095E1,-8.086913669E0,1.700000048E0,2.829999924E1,9.935046196E0,2.500000000E0
2.693227654E2,6.043496820E1,2.222614273E1,-8.576489599E0,1.730000019E0,2.350000000E1,9.935046196E0,2.500000000E0
2.703223296E2,6.043498402E1,2.222615253E1,-8.900903407E0,1.700000048E0,2.220000076E1,9.935046196E0,2.500000000E0
2.713220634E2,6.043500108E1,2.222616231E1,-9.277289274E0,1.789999962E0,2.129999924E1,9.935046196E0,2.500000000E0
2.723222051E2,6.043501801E1,2.222617282E1,-8.849170971E0,1.750000000E0,2.020000076E1,9.935046196E0,2.500000000E0
2.733224290E2,6.043503486E1,2.222618640E1,-8.479189831E0,1.700000048E0,2.550000000E1,9.935046196E0,2.500000000E0
2.743220989E2,6.043504958E1,2.222619955E1,-8.248367592E0,1.730000019E0,2.629999924E1,9.935046196E0,2.500000000E0
2.753222521E2,6.043506429E1,2.222621033E1,-8.734890598E0,1.710000038E0,2.570000076E1,9.935046196E0,2.500000000E0
2.763217813E2,6.043507835E1,2.222622095E1,-8.397316530E0,1.720000029E0,2.370000076E1,9.935046196E0,2.500000000E0
2.773224021E2,6.043509297E1,2.222623071E1,-8.368336155E0,1.690000057E0,2.139999962E1,9.935046196E0,2.500000000E0
2.783218832E2,6.043510925E1,2.222624293E1,-8.516481626E0,1.740000010E0,1.929999924E1,9.935046196E0,2.500000000E0
2.793227818E2,6.043512537E1,2.222625723E1,-9.450455479E0,1.690000057E0,2.089999962E1,9.935046196E0,2.500000000E0
2.803224906E2,6.043513966E1,2.222626694E1,-8.971645815E0,1.649999976E0,1.979999924E1,9.935046196E0,2.500000000E0
2.813225097E2,6.043515533E1,2.222627855E1,-8.958841026E0,1.649999976E0,2.300000000E1,9.935046196E0,2.500000000E0
2.823224630E2,6.043517047E1,2.222628808E1,-8.974660629E0,1.629999995E0,2.300000000E1,9.935046196E0,2.500000000E0
2.833219410E2,6.043518660E1,2.222629722E1,-8.914919059E0,1.659999967E0,2.320000076E1,9.935046196E0,2.500000000E0
2.843222332E2,6.043520298E1,2.222630873E1,-8.949050628E0,1.669999957E0,1.989999962E1,9.935046196E0,2.500000000E0
2.853220455E2,6.043521994E1,2.222632224E1,-8.490202329E0,1.690000057E0,2.260000038E1,9.935046196E0,2.500000000E0
2.863224262E2,6.043523736E1,2.222633454E1,-8.667462182E0,1.669999957E0,2.529999924E1,9.935046196E0,2.500000000E0
2.873224175E2,6.043525552E1,2.222634367E1,-8.790277794E0,1.690000057E0,2.189999962E1,9.935046196E0,2.500000000E0
2.883219247E2,6.043527489E1,2.222635670E1,-7.954538443E0,1.720000029E0,2.120000076E1,9.935046196E0,2.500000000E0
2.893225178E2,6.043529111E1,2.222636673E1,-7.423056549E0,1.720000029E0,1.939999962E1,9.935046196E0,2.500000000E0
2.903225872E2,6.043530623E1,2.222637177E1,-7.883149262E0,1.769999981E0,1.750000000E1,9.935046196E0,2.500000000E0
2.913220560E2,6.043532125E1,2.222637820E1,-7.842754194E0,1.690000057E0,2.250000000E1,9.935046196E0,2.500000000E0
2.923225236E2,6.043533769E1,2.222638692E1,-7.551323162E0,1.679999948E0,2.529999924E1,9.935046196E0,2.500000000E0
2.933220086E2,6.043535238E1,2.222639994E1,-8.135320191E0,1.759999990E0,2.510000038E1,9.935046196E0,2.500000000E0
2.943224810E2,6.043536771E1,2.222641379E1,-8.824115239E0,1.750000000E0,2.450000000E1,9.935046196E0,2.500000000E0
2.953221971E2,6.043538302E1,2.222642771E1,-9.433595119E0,1.669999957E0,2.370000076E1,9.935046196E0,2.500000000E0
2.963219509E2,6.043540073E1,2.222644180E1,-9.474350703E0,1.730000019E0,2.520000076E1,9.935046196E0,2.500000000E0
2.973225184E2,6.043541745E1,2.222645604E1,-9.257262825E0,1.710000038E0,2.710000038E1,9.935046196E0,2.500000000E0
2.983221779E2,6.043543190E1,2.222647994E1,-9.193894665E0,1.769999981E0,3.970000076E1,9.935046196E0,2.500000000E0
2.993218517E2,6.043544373E1,2.222650660E1,-9.199618064E0,1.779999971E0,4.940000153E1,9.935046196E0,2.500000000E0
3.003224549E2,6.043545524E1,2.222653377E1,-8.860462351E0,1.769999981E0,5.070000076E1,9.935046196E0,2.500000000E0
3.013220457E2,6.043546538E1,2.222656030E1,-8.914005881E0,1.690000057E0,5.009999847E1,9.935046196E0,2.500000000E0
3.023225253E2,6.043547388E1,2.222658614E1,-9.390460900E0,1.649999976E0,5.029999924E1,9.935046196E0,2.500000000E0
3.033219568E2,6.043548429E1,2.222661229E1,-9.368290305E0,1.769999981E0,4.759999847E1,9.935046196E0,2.500000000E0
3.043225481E2,6.043549512E1,2.222663811E1,-8.651844891E0,1.769999981E0,5.179999924E1,9.935046196E0,2.500000000E0
3.053220582E2,6.043550419E1,2.222666862E1,-8.590277152E0,1.690000057E0,5.809999847E1,9.935046196E0,2.500000000E0
3.063224575E2,6.043550818E1,2.222670067E1,-8.279561927E0,1.700000048E0,7.330000305E1,9.935046196E0,2.500000000E0
3.073220649E2,6.043551252E1,2.222673240E1,-8.094212964E0,1.669999957E0,7.800000000E1,9.935046196E0,2.500000000E0
3.083225354E2,6.043551475E1,2.222676662E1,-8.327015771E0,1.789999962E0,8.590000153E1,9.935046196E0,2.500000000E0
3.093219396E2,6.043551191E1,2.222679814E1,-9.050110332E0,1.700000048E0,8.900000000E1,9.935046196E0,2.500000000E0
3.103222292E2,6.043551047E1,2.222682616E1,-8.614573846E0,1.629999995E0,9.169999695E1,9.935046196E0,2.500000000E0
3.113227382E2,6.043551072E1,2.222685648E1,-8.492881908E0,1.639999986E0,8.969999695E1,9.935046196E0,2.500000000E0
3.123225202E2,6.043551125E1,2.222688796E1,-8.522313620E0,1.710000038E0,9.050000000E1,9.935046196E0,2.500000000E0
3.133222320E2,6.043551250E1,2.222691973E1,-8.323108118E0,1.700000048E0,8.950000000E1,9.935046196E0,2.500000000E0
3.143227298E2,6.043551351E1,2.222695082E1,-7.958863162E0,1.669999957E0,9.009999847E1,9.935046196E0,2.500000000E0
3.153227313E2,6.043551361E1,2.222698173E1,-8.105054682E0,1.639999986E0,9.750000000E1,9.935046196E0,2.500000000E0
3.163223065E2,6.043551474E1,2.222701555E1,-8.118374347E0,1.710000038E0,9.269999695E1,9.935046196E0,2.500000000E0
3.173220282E2,6.043551422E1,2.222705241E1,-7.918315472E0,1.720000029E0,9.600000000E1,9.935046196E0,2.500000000E0
3.183226306E2,6.043551152E1,2.222708543E1,-7.794242732E0,1.649999976E0,1.010000000E2,9.935046196E0,2.500000000E0
3.193225210E2,6.043550910E1,2.222711945E1,-7.310124144E0,1.649999976E0,1.015999985E2,9.935046196E0,2.500000000E0
3.203223676E2,6.043550748E1,2.222715610E1,-7.076068044E0,1.700000048E0,1.020000000E2,9.935046196E0,2.500000000E0
3.213220056E2,6.043550466E1,2.222718639E1,-6.894193865E0,1.610000014E0,1.090000000E2,9.935046196E0,2.500000000E0
3.223228485E2,6.043550391E1,2.222721925E1,-6.405742172E0,1.740000010E0,9.200000000E1,9.935046196E0,2.500000000E0
3.233226844E2,6.043550455E1,2.222725144E1,-5.853997464E0,1.669999957E0,9.809999847E1,9.935046196E0,2.500000000E0
3.243224891E2,6.043550376E1,2.222728189E1,-5.917668817E0,1.570000052E0,9.630000305E1,9.935046196E0,2.500000000E0
3.253222619E2,6.043550309E1,2.222731181E1,-5.607316583E0,1.519999981E0,9.390000153E1,9.935046196E0,2.500000000E0
3.263220466E2,6.043550669E1,2.222734329E1,-4.976837750E0,1.580000043E0,8.200000000E1,9.935046196E0,2.500000000E0
3.273218385E2,6.043551284E1,2.222737533E1,-4.854233973E0,1.500000000E0,7.530000305E1,9.935046196E0,2.500000000E0
3.283226002E2,6.043551807E1,2.222740609E1,-4.106018867E0,1.480000019E0,7.809999847E1,9.935046196E0,2.500000000E0
3.293224145E2,6.043552386E1,2.222743908E1,-4.458390870E0,1.450000048E0,8.469999695E1,9.935046196E0,2.500000000E0
3.303225645E2,6.043552568E1,2.222747090E1,-4.853057749E0,1.509999990E0,9.759999847E1,9.935046196E0,2.500000000E0
3.313222997E2,6.043552832E1,2.222750284E1,-4.772200191E0,1.549999952E0,9.019999695E1,9.935046196E0,2.500000000E0
3.323222170E2,6.043553283E1,2.222753488E1,-4.092039425E0,1.559999943E0,8.469999695E1,9.935046196E0,2.500000000E0
3.333227413E2,6.043553538E1,2.222756547E1,-3.886974743E0,1.470000029E0,8.769999695E1,9.935046196E0,2.500000000E0
3.343227028E2,6.043553792E1,2.222759635E1,-3.669886244E0,1.509999990E0,8.790000153E1,9.935046196E0,2.500000000E0
3.353225211E2,6.043554008E1,2.222762240E1,-3.280066142E0,1.389999986E0,8.850000000E1,9.935046196E0,2.500000000E0
3.363224946E2,6.043554223E1,2.222765217E1,-3.368641067E0,1.500000000E0,8.919999695E1,9.935046196E0,2.500000000E0
3.373225552E2,6.043554325E1,2.222768054E1,-3.757568864E0,1.379999995E0,9.280000305E1,9.935046196E0,2.500000000E0
3.383225569E2,6.043554288E1,2.222770823E1,-3.456432206E0,1.350000024E0,9.350000000E1,9.935046196E0,2.500000000E0
3.393224520E2,6.043554169E1,2.222774004E1,-3.407127821E0,1.440000057E0,9.850000000E1,9.935046196E0,2.500000000E0
3.403222825E2,6.043554096E1,2.222777523E1,-3.120276184E0,1.559999943E0,9.980000305E1,9.935046196E0,2.500000000E0
3.413224351E2,6.043554055E1,2.222780688E1,-3.117480922E0,1.519999981E0,9.759999847E1,9.935046196E0,2.500000000E0
3.423222047E2,6.043554045E1,2.222783613E1,-2.572204396E0,1.429999948E0,9.730000305E1,9.935046196E0,2.500000000E0
3.433220640E2,6.043554154E1,2.222786709E1,-2.460156694E0,1.470000029E0,9.050000000E1,9.935046196E0,2.500000000E0
3.443218855E2,6.043554222E1,2.222789808E1,-2.878565339E0,1.509999990E0,9.219999695E1,9.935046196E0,2.500000000E0
3.453227766E2,6.043554233E1,2.222793238E1,-3.618386139E0,1.539999962E0,9.450000000E1,9.935046196E0,2.500000000E0
3.463225471E2,6.043554121E1,2.222796645E1,-3.320303390E0,1.549999952E0,9.140000153E1,9.935046196E0,2.500000000E0
3.473223554E2,6.043554095E1,2.222799622E1,-3.350710583E0,1.440000057E0,9.509999847E1,9.935046196E0,2.500000000E0
3.483224087E2,6.043554325E1,2.222802713E1,-3.551590724E0,1.559999943E0,8.530000305E1,9.935046196E0,2.500000000E0
3.493225737E2,6.043554684E1,2.222805961E1,-4.215545875E0,1.529999971E0,7.390000153E1,9.935046196E0,2.500000000E0
3.503222956E2,6.043554750E1,2.222809323E1,-4.411116198E0,1.570000052E0,8.819999695E1,9.935046196E0,2.500000000E0
3.513220678E2,6.043554955E1,2.222812456E1,-4.152523722E0,1.620000005E0,8.569999695E1,9.935046196E0,2.500000000E0
3.523219059E2,6.043555331E1,2.222815759E1,-4.290539237E0,1.620000005E0,8.159999847E1,9.935046196E0,2.656917095E0
3.533226784E2,6.043555795E1,2.222819090E1,-3.528897108E0,1.610000014E0,8.169999695E1,9.935046196E0,2.778682470E0
3.543224321E2,6.043556472E1,2.222822005E1,-3.845806659E0,1.549999952E0,7.219999695E1,9.935046196E0,2.634417534E0
3.553225135E2,6.043557339E1,2.222824726E1,-3.719234963E0,1.570000052E0,6.430000305E1,9.935046196E0,2.604815960E0
3.563226475E2,6.043558050E1,2.222827778E1,-3.398266813E0,1.570000052E0,6.700000000E1,9.935046196E0,2.638068199E0
3.573225702E2,6.043559021E1,2.222830413E1,-3.464139152E0,1.580000043E0,5.140000153E1,9.935046196E0,2.654580355E0
3.583224444E2,6.043559640E1,2.222833785E1,-3.384077565E0,1.629999995E0,7.240000153E1,9.935046196E0,2.623772621E0
3.593223054E2,6.043559934E1,2.222837247E1,-3.214170930E0,1.730000019E0,8.659999847E1,9.935046196E0,2.684545279E0
3.603222196E2,6.043559893E1,2.222840799E1,-2.646863044E0,1.700000048E0,9.330000305E1,9.935046196E0,2.860627890E0
3.613225626E2,6.043560140E1,2.222844177E1,-3.331264918E0,1.659999967E0,9.019999695E1,9.935046196E0,3.015110731E0
3.623223598E2,6.043560417E1,2.222847431E1,-3.010417429E0,1.659999967E0,8.750000000E1,9.935046196E0,3.021516085E0
3.633219685E2,6.043559799E1,2.222850568E1,-3.588002418E0,1.759999990E0,1.165999985E2,9.935046196E0,3.011464357E0
3.643219999E2,6.043560035E1,2.222853453E1,-2.568056576E0,1.720000029E0,1.018000031E2,9.935046196E0,3.209981203E0
3.653220320E2,6.043560691E1,2.222856702E1,-2.682452697E0,1.700000048E0,9.000000000E1,9.935046196E0,3.300270081E0
3.663225380E2,6.043561070E1,2.222859234E1,-3.977020342E0,1.590000033E0,8.230000305E1,9.935046196E0,3.294614792E0
3.673222415E2,6.043561710E1,2.222861430E1,-3.699017182E0,1.620000005E0,6.509999847E1,9.935046196E0,3.194904089E0
3.683224577E2,6.043562750E1,2.222863473E1,-3.532404612E0,1.570000052E0,5.570000076E1,9.935046196E0,3.058116436E0
3.693222543E2,6.043564247E1,2.222865359E1,-4.304148238E0,1.759999990E0,3.879999924E1,9.935046196E0,3.092604637E0
3.703228428E2,6.043565946E1,2.222866394E1,-2.114402699E0,1.649999976E0,2.429999924E1,9.935046196E0,3.206258535E0
3.713223290E2,6.043567606E1,2.222867106E1,-1.348788980E0,1.730000019E0,1.450000000E1,9.935046196E0,3.376817465E0
3.723228634E2,6.043568648E1,2.222867998E1,-1.436200171E0,0.000000000E0,NaN,9.935046196E0,3.387279510E0
3.733223001E2,6.043569762E1,2.222868957E1,-1.597769710E0,0.000000000E0,NaN,9.935046196E0,3.540597200E0
